City and Date,Date,City,Raw Number of Posts,Residual After Controlling for Time,Good Sunset,Latitude,Longitude,State Name,City Name,Date of Last Change,Missing Days (#),CO (in parts per million),NO2 (in parts per billion),SO2 (in parts per billion),Ozone (in parts per million),AQI,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
San_Diego2015-12-29,12/29/2015,San_Diego,224,0.30516817,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.6,37,0.2,0.031,29,12/29/2015,57.9,43.3,51,57.9,41.9,51,39.8,67.5,0,0,0,,0,0,,7.6,277,1015.9,11,9.8,,,,,2015-12-29T06:50:06,2015-12-29T16:51:14,0.59,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2015-12-30,12/30/2015,San_Diego,232,0.317394801,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.2,39,0.5,0.034,31,12/30/2015,62,42.9,51.7,62,42.9,51.7,37.2,59.3,0,0,0,,0,0,,9.2,311.8,1021.2,15.9,9.8,,,,,2015-12-30T06:50:24,2015-12-30T16:51:55,0.63,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2015-12-31,12/31/2015,San_Diego,255,0.453195503,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.7,40,0.3,0.032,30,12/31/2015,63.5,43.3,52.9,63.5,42.4,52.8,37.2,57.1,0,0,0,,0,0,30,11.1,330.2,1019.1,31.1,9.9,,,,,2015-12-31T06:50:40,2015-12-31T16:52:37,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-01,1/1/2016,San_Diego,420,1.198437361,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.9,40,0.5,0.04,37,1/1/2016,63.1,44.5,53.5,63.1,44.5,53.5,30.1,42.8,0,0,0,,0,0,,7.4,312.8,1019,23.6,9.9,,,,,2016-01-01T06:50:54,2016-01-01T16:53:20,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-02,1/2/2016,San_Diego,416,1.194704336,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.9,44,0.3,0.038,35,1/2/2016,62.1,44.1,53.7,62.1,44.1,53.7,35.5,51.5,0,0,0,,0,0,,5.9,279.9,1018.5,66.6,9.9,,,,,2016-01-02T06:51:06,2016-01-02T16:54:05,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-03,1/3/2016,San_Diego,217,-0.085631279,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1,36,0.4,0.04,37,1/3/2016,61.7,47.2,55.7,61.7,47.2,55.7,44.3,65.6,0,0,0,,0,0,,16.1,151.5,1014.5,70,9.9,,,,,2016-01-03T06:51:16,2016-01-03T16:54:50,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-04,1/4/2016,San_Diego,229,0.247855855,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.5,27,0.3,0.031,29,1/4/2016,62.2,55.4,59,62.2,55.4,59,52.4,79.2,0.15,100,25,rain,0,0,,13.9,121,1009,90.9,9.2,,,,,2016-01-04T06:51:25,2016-01-04T16:55:37,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-05,1/5/2016,San_Diego,187,0.103859286,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.4,27,0.1,0.043,40,1/5/2016,60.5,56.8,58.4,60.5,56.8,58.4,53.6,84.4,1.59,100,45.83,rain,0,0,32.2,19.8,194.6,1012.2,90.9,8,,,,,2016-01-05T06:51:32,2016-01-05T16:56:24,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-06,1/6/2016,San_Diego,125,-0.240160559,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.2,33,0.3,0.039,36,1/6/2016,60.6,53.6,57,60.6,53.6,57,48.8,74.5,0.55,100,33.33,rain,0,0,33.4,25.2,219.1,1016,89.2,8.9,,,,,2016-01-06T06:51:38,2016-01-06T16:57:13,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-07,1/7/2016,San_Diego,88,-0.409783787,0,32.701492,-117.149653,California,San Diego,11/8/2021,1,0.3,15,0.1,0.042,39,1/7/2016,59.2,53.2,56.5,59.2,53.2,56.5,46.7,69.7,0.54,100,54.17,rain,0,0,33.2,20.3,272.6,1013.6,90.3,8.7,,,,,2016-01-07T06:51:41,2016-01-07T16:58:02,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-09,1/9/2016,San_Diego,93,-0.462116934,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.8,25,0.3,0.038,35,1/9/2016,59.4,46.6,54,59.4,45.7,53.9,44.6,70.9,0,0,0,,0,0,,6.7,174.3,1022.7,59.7,9.9,,,,,2016-01-09T06:51:43,2016-01-09T16:59:43,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-10,1/10/2016,San_Diego,87,-0.761030145,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.6,24,0.1,0.031,29,1/10/2016,59.8,53,56.5,59.8,53,56.5,49.8,78.2,0.01,100,4.17,rain,0,0,,8,82.6,1021.8,89.7,9.6,,,,,2016-01-10T06:51:41,2016-01-10T17:00:34,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-11,1/11/2016,San_Diego,278,0.48267923,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.5,36,0.3,0.026,24,1/11/2016,63.4,49.1,56.4,63.4,48.7,56.4,45.4,68.9,0,0,0,,0,0,,10.4,342.2,1023.9,69.3,9.8,,,,,2016-01-11T06:51:37,2016-01-11T17:01:27,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-12,1/12/2016,San_Diego,194,0.124957558,0,32.701492,-117.149653,California,San Diego,11/8/2021,1,1.3,41,0.3,0.028,26,1/12/2016,65,44.1,54.2,65,44.1,54.2,35.9,51.9,0,0,0,,0,0,23,17.3,313.2,1022.3,14.1,9.9,,,,,2016-01-12T06:51:32,2016-01-12T17:02:19,0.04,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-14,1/14/2016,San_Diego,248,0.389246337,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.2,39,0.3,0.041,38,1/14/2016,62,49.8,56.2,62,49.8,56.2,46.8,71.2,0,0,0,,0,0,,11.8,311.9,1019.6,70.7,9.8,,,,,2016-01-14T06:51:16,2016-01-14T17:04:07,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-15,1/15/2016,San_Diego,109,-0.411963194,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.9,32,0.3,0.035,32,1/15/2016,60.7,52.3,56.1,60.7,52.3,56.1,50.5,82.1,0.02,100,8.33,rain,0,0,,8.6,161.2,1019.6,87.6,8.7,,,,,2016-01-15T06:51:05,2016-01-15T17:05:01,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-16,1/16/2016,San_Diego,248,0.311321429,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.8,28,0.1,0.036,33,1/16/2016,64,50.8,57.5,64,50.8,57.5,51.6,81.3,0,0,0,,0,0,,12.2,310.7,1021.3,72.9,8.9,,,,,2016-01-16T06:50:52,2016-01-16T17:05:56,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-17,1/17/2016,San_Diego,176,-0.323319061,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.8,25,0.1,0.04,37,1/17/2016,67.4,52.5,59.2,67.4,52.5,59.2,53.1,80.8,0,0,0,,0,0,,15.6,333,1021.3,69.6,8,,,,,2016-01-17T06:50:38,2016-01-17T17:06:51,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-18,1/18/2016,San_Diego,184,-0.010390775,0,32.701492,-117.149653,California,San Diego,11/8/2021,4,0.6,23,0.1,0.029,27,1/18/2016,62.2,56.2,59.1,62.2,56.2,59.1,53.6,82.4,0.02,100,8.33,rain,0,0,,12.6,334.3,1022.3,85.9,8,,,,,2016-01-18T06:50:22,2016-01-18T17:07:47,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-23,1/23/2016,San_Diego,125,-0.329183151,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.9,29,0.2,0.03,28,1/23/2016,63.8,52.7,58.1,63.8,52.7,58.1,52.2,81,0,0,0,,0,0,18.3,12.9,314.4,1017.3,82.1,7.9,,,,,2016-01-23T06:48:35,2016-01-23T17:12:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-24,1/24/2016,San_Diego,241,-0.007622837,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.1,33,0.1,0.041,38,1/24/2016,63.9,51.8,57.3,63.9,51.8,57.3,47.5,70.9,0,0,0,,0,0,,9.6,282.9,1018.5,50.7,9.8,,,,,2016-01-24T06:48:08,2016-01-24T17:13:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-25,1/25/2016,San_Diego,202,0.066309289,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.1,38,0.3,0.034,31,1/25/2016,64.6,48.8,56.5,64.6,48.8,56.5,46.3,69.2,0,0,0,,0,0,,15,328.5,1018.9,34.3,9.9,,,,,2016-01-25T06:47:40,2016-01-25T17:14:23,0.52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-26,1/26/2016,San_Diego,218,0.217254307,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.5,41,0.7,0.033,31,1/26/2016,68.9,50,58.8,68.9,49.1,58.8,36.7,46.7,0,0,0,,0,0,,12.3,318.6,1022.6,11.6,9.9,,,,,2016-01-26T06:47:10,2016-01-26T17:15:20,0.53,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-27,1/27/2016,San_Diego,315,0.681825912,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.5,44,0.4,0.023,21,1/27/2016,69.5,49.1,58.7,69.5,49.1,58.7,31.2,36.9,0,0,0,,0,0,,10.5,339.7,1023.5,68.6,9.9,,,,,2016-01-27T06:46:39,2016-01-27T17:16:18,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-28,1/28/2016,San_Diego,213,0.181631031,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.8,38,0.4,0.023,21,1/28/2016,68.9,51.1,58.7,68.9,51.1,58.7,41.1,53.3,0,0,0,,0,0,,12.1,316.5,1021.1,57.4,9.9,,,,,2016-01-28T06:46:06,2016-01-28T17:17:15,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-29,1/29/2016,San_Diego,336,0.713098621,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.8,35,0.4,0.036,33,1/29/2016,68.6,51.2,59,68.6,51.2,59,45.3,62.8,0,0,0,,0,0,,8.8,277.3,1018,57.4,9.3,,,,,2016-01-29T06:45:31,2016-01-29T17:18:12,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-30,1/30/2016,San_Diego,100,-0.470723578,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.7,30,0.2,0.025,23,1/30/2016,63.2,52.3,57.7,63.2,52.3,57.7,53.2,85.2,0.03,100,8.33,rain,0,0,,9,222.8,1017.2,80.1,6.4,,,,,2016-01-30T06:44:55,2016-01-30T17:19:09,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-01-31,1/31/2016,San_Diego,135,-0.561002172,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.2,11,0,0.044,41,1/31/2016,59.8,54.8,57.6,59.8,54.8,57.6,50.5,78.9,0.15,100,37.5,rain,0,0,49.6,30.9,245.2,1012.3,90.6,7.9,,,,,2016-01-31T06:44:17,2016-01-31T17:20:06,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-01,2/1/2016,San_Diego,265,0.372578473,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.7,29,0.2,0.039,36,2/1/2016,58.8,49.4,55.1,58.8,47.6,55.1,33.8,44.7,0.01,100,4.17,rain,0,0,46.7,31.6,301.7,1016.2,76.6,9.9,,,,,2016-02-01T06:43:38,2016-02-01T17:21:03,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-02,2/2/2016,San_Diego,161,-0.086669613,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1,36,0.2,0.04,37,2/2/2016,57.9,42.4,50.8,57.9,39.2,50.6,34.8,54.6,0,0,0,,0,0,,8.7,206.9,1023.1,16.2,9.9,,,,,2016-02-02T06:42:57,2016-02-02T17:21:59,0.82,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-03,2/3/2016,San_Diego,207,0.118641575,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1,34,0.2,0.026,24,2/3/2016,61.6,44.9,53.7,61.6,44.9,53.7,35.3,51.8,0,0,0,,0,0,,10.2,335.9,1026.1,11.4,9.9,,,,,2016-02-03T06:42:14,2016-02-03T17:22:56,0.87,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-04,2/4/2016,San_Diego,207,0.137370214,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.7,41,0.2,0.031,29,2/4/2016,65.6,44.9,55.7,65.6,43.7,55.6,33.7,45.5,0,0,0,,0,0,,12.6,325.7,1025.2,37.9,9.9,,,,,2016-02-04T06:41:31,2016-02-04T17:23:52,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-05,2/5/2016,San_Diego,248,0.251910484,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,2.2,44,0.4,0.028,26,2/5/2016,71.4,46.8,58.8,71.4,46.8,58.7,35.8,46.2,0,0,0,,0,0,,12.6,321.6,1024.6,10.6,9.9,,,,,2016-02-05T06:40:45,2016-02-05T17:24:48,0.95,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-06,2/6/2016,San_Diego,277,0.416020688,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.8,41,0.3,0.04,37,2/6/2016,72.7,48.8,60.7,72.7,48.8,60.7,30.7,34.9,0,0,0,,0,0,,11.9,328,1022.6,10.9,9.9,,,,,2016-02-06T06:39:59,2016-02-06T17:25:44,0.98,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-07,2/7/2016,San_Diego,217,-0.157268012,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.3,42,0.2,0.039,36,2/7/2016,78.1,49.5,62.9,78.1,48.6,62.9,29.1,31.4,0,0,0,,0,0,,12,331.2,1019.5,13.4,9.9,,,,,2016-02-07T06:39:11,2016-02-07T17:26:39,1,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-08,2/8/2016,San_Diego,264,0.354365728,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,2,53,0.8,0.033,31,2/8/2016,81.7,53.3,66.8,79.8,53.3,66.5,31.2,30.2,0,0,0,,0,0,,10.6,332.1,1019.1,1.9,9.9,,,,,2016-02-08T06:38:21,2016-02-08T17:27:35,1,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-09,2/9/2016,San_Diego,322,0.719192952,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.3,56,0.5,0.031,29,2/9/2016,81.9,55.9,68.8,79.9,55.9,68.6,31.8,27.9,0,0,0,,0,0,,9.9,336.8,1019.2,7.7,9.9,,,,,2016-02-09T06:37:31,2016-02-09T17:28:30,0.01,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-10,2/10/2016,San_Diego,252,0.33471877,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,2.1,60,0.8,0.03,28,2/10/2016,83.6,55.6,67.9,80.8,55.6,67.5,34.2,31.9,0,0,0,,0,0,,7.6,316.7,1019.4,39.5,9.9,,,,,2016-02-10T06:36:39,2016-02-10T17:29:25,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-11,2/11/2016,San_Diego,219,0.185761014,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,2.1,60,0.5,0.039,36,2/11/2016,82.1,55.6,67.3,79.7,55.6,67.1,36.1,35.9,0,0,0,,0,0,,9.6,301,1018.8,12.7,9.8,,,,,2016-02-11T06:35:45,2016-02-11T17:30:19,0.06,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-12,2/12/2016,San_Diego,200,-0.004675128,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.5,60,0.6,0.047,44,2/12/2016,78.6,55.1,65,78.6,55.1,65,41.4,45.8,0,0,0,,0,0,,10.6,317.8,1018.7,22.7,9.2,,,,,2016-02-12T06:34:51,2016-02-12T17:31:13,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-13,2/13/2016,San_Diego,276,0.398654088,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.2,45,0.6,0.05,46,2/13/2016,69.7,52.9,59.4,69.7,52.9,59.4,52,77.6,0,0,0,,0,0,,10.5,314.3,1018.4,57.9,5.6,,,,,2016-02-13T06:33:55,2016-02-13T17:32:07,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-14,2/14/2016,San_Diego,350,0.507060828,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.4,55,0.2,0.057,58,2/14/2016,72.2,48.3,60.9,72.2,47,60.9,50.7,71.5,0,0,0,,0,0,,11.1,319.2,1016.4,53.6,6.7,,,,,2016-02-14T06:32:58,2016-02-14T17:33:00,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-15,2/15/2016,San_Diego,305,0.550962112,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.5,58,0.4,0.036,33,2/15/2016,81.3,56.3,68.4,79.7,56.3,68.2,44,44.1,0,0,0,,0,0,,9.7,320.8,1014.1,10.1,9.4,,,,,2016-02-15T06:32:00,2016-02-15T17:33:53,0.26,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-16,2/16/2016,San_Diego,254,0.361594561,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.4,47,0.4,0.038,35,2/16/2016,86.9,59.6,69.5,83.4,59.6,69,43.9,43.4,0,0,0,,0,0,,12.6,309.7,1012,2.3,9.9,,,,,2016-02-16T06:31:01,2016-02-16T17:34:46,0.32,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-17,2/17/2016,San_Diego,113,-0.383809483,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.2,38,0.6,0.035,32,2/17/2016,71.1,56.5,62.8,71.1,56.5,62.8,50.6,66.4,0,0,0,,0,0,,11.2,185.9,1011.8,42,9.2,,,,,2016-02-17T06:30:01,2016-02-17T17:35:38,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-18,2/18/2016,San_Diego,261,0.387990548,1,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.6,27,0.2,0.037,34,2/18/2016,66.2,57.6,61.8,66.2,57.6,61.8,54.4,77,0.05,100,16.67,rain,0,0,,12.1,304,1015.5,85.9,9.4,,,,,2016-02-18T06:29:00,2016-02-18T17:36:31,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-19,2/19/2016,San_Diego,208,0.024800031,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.1,34,0.2,0.042,39,2/19/2016,64.8,53.8,59.5,64.8,53.8,59.5,50.2,71.8,0,0,0,,0,0,23,12.5,316,1018.8,60,9.9,,,,,2016-02-19T06:27:58,2016-02-19T17:37:22,0.45,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-20,2/20/2016,San_Diego,247,0.240144803,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1,32,0.2,0.049,45,2/20/2016,66.8,50.9,59.1,66.8,50.9,59.1,50.1,73,0,0,0,,0,0,20.8,13.5,321.5,1018.8,39,9.7,,,,,2016-02-20T06:26:54,2016-02-20T17:38:13,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-21,2/21/2016,San_Diego,300,0.241940584,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.2,34,0.2,0.05,46,2/21/2016,66.1,54.8,60.2,66.1,54.8,60.2,53.4,79.1,0,0,0,,0,0,,11.3,320.4,1018.4,46.9,8.9,,,,,2016-02-21T06:25:50,2016-02-21T17:39:04,0.49,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-22,2/22/2016,San_Diego,227,0.143597194,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.3,49,0.4,0.047,44,2/22/2016,69.6,51.8,60.4,69.6,51.8,60.4,51.5,73.9,0,0,0,,0,0,,10.7,307.3,1014.9,45.1,8.3,,,,,2016-02-22T06:24:45,2016-02-22T17:39:55,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-23,2/23/2016,San_Diego,219,0.173114377,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.8,49,0.5,0.049,45,2/23/2016,74.1,54.7,62,74.1,54.7,62,51.3,69.2,0,0,0,,0,0,,8,315.6,1015.1,68.4,9.5,,,,,2016-02-23T06:23:39,2016-02-23T17:40:45,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-24,2/24/2016,San_Diego,196,0.028039615,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.7,51,0.4,0.044,41,2/24/2016,76.8,56.6,67,76.8,56.6,67,31.2,29.1,0,0,0,,0,0,,11.3,324.7,1017.7,28.1,9.9,,,,,2016-02-24T06:22:32,2016-02-24T17:41:35,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-25,2/25/2016,San_Diego,255,0.347346163,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.7,54,0.3,0.021,19,2/25/2016,77.7,53.4,64.5,77.7,53.4,64.5,35.9,36.4,0,0,0,,0,0,,11.3,312.7,1017.7,6.9,9.9,,,,,2016-02-25T06:21:24,2016-02-25T17:42:24,0.53,Clear,Clear conditions throughout the day.,clear-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-26,2/26/2016,San_Diego,186,-0.097037319,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,1.5,45,0.4,0.056,54,2/26/2016,70.8,53.2,62.3,70.8,53.2,62.3,46.8,58.5,0,0,0,,0,0,,7.3,305.7,1018.6,52.2,9.7,,,,,2016-02-26T06:20:16,2016-02-26T17:43:13,0.56,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
San_Diego2016-02-27,2/27/2016,San_Diego,253,0.260865695,0,32.701492,-117.149653,California,San Diego,11/8/2021,0,0.7,25,0.2,0.047,44,2/27/2016,69.2,55,61.9,69.2,55,61.9,54.4,77.6,0,0,0,,0,0,,11.5,318.5,1016.9,47.7,8.5,,,,,2016-02-27T06:19:06,2016-02-27T17:44:02,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KNZY,KSAN,72290693112,72290023188,KMYF,72290303131"
